Date,AAPL,BP,GE,IBM,KO
2010-01-04,7.643214225769043,59.150001525878906,92.77607727050781,126.62523651123047,28.520000457763672
2010-01-05,7.656428813934326,59.56999969482422,93.2564697265625,125.0956039428711,28.174999237060547
2010-01-06,7.534643173217773,59.880001068115234,92.77607727050781,124.2829818725586,28.165000915527344
2010-01-07,7.520713806152344,59.86000061035156,97.58001708984375,123.85277557373047,28.094999313354492
2010-01-08,7.570713996887207,60.0,99.6817398071289,125.0956039428711,27.575000762939453
2010-01-11,7.503929138183594,61.88999938964844,100.64252471923828,123.78585052490234,28.135000228881836
2010-01-12,7.4185709953308105,61.5,100.70257568359375,124.77055358886719,28.440000534057617
2010-01-13,7.523213863372803,61.79999923706055,101.06287384033203,124.50286865234375,28.514999389648438
2010-01-14,7.479642868041992,61.72999954223633,100.28223419189453,126.49139404296875,28.565000534057617
2010-01-15,7.354642868041992,61.63999938964844,98.720947265625,125.98470306396484,28.145000457763672
2010-01-19,7.679999828338623,62.31999969482422,99.32144165039062,128.2409210205078,28.209999084472656
2010-01-20,7.56178617477417,61.060001373291016,99.08124542236328,124.52198791503906,27.75
2010-01-21,7.431070804595947,59.56999969482422,96.19888305664062,123.32695770263672,27.184999465942383
2010-01-22,7.0625,57.869998931884766,96.73932647705078,119.98088073730469,27.1200008392334
2010-01-25,7.252500057220459,58.54999923706055,98.30060577392578,120.57361602783203,27.174999237060547
2010-01-26,7.355000019073486,58.4900016784668,98.18051147460938,120.21988677978516,27.06999969482422
2010-01-27,7.424285888671875,58.060001373291016,97.88026428222656,120.77437591552734,27.2549991607666
2010-01-28,7.117499828338623,57.33000183105469,97.0395736694336,118.3078384399414,27.09000015258789
2010-01-29,6.859285831451416,56.119998931884766,96.5591812133789,117.00764465332031,27.125
2010-02-01,6.9546427726745605,57.22999954223633,97.58001708984375,119.1873779296875,27.190000534057617
2010-02-02,6.994999885559082,55.459999084472656,101.18296813964844,120.00955963134766,27.524999618530273
2010-02-03,7.115356922149658,55.16999816894531,100.1621322631836,120.13384246826172,27.434999465942383
2010-02-04,6.85892915725708,53.47999954223633,96.31898498535156,117.5908203125,26.71500015258789
2010-02-05,6.980713844299316,53.18000030517578,94.8177490234375,118.08795166015625,26.545000076293945
2010-02-08,6.932857036590576,52.43000030517578,93.67681121826172,116.52007293701172,26.325000762939453
2010-02-09,7.006785869598389,53.61000061035156,93.67681121826172,117.79158782958984,27.0049991607666
2010-02-10,6.968571186065674,53.650001525878906,94.21725463867188,117.4091796875,26.895000457763672
2010-02-11,7.0953569412231445,54.79999923706055,94.6976547241211,118.2887191772461,27.110000610351562
2010-02-12,7.156428813934326,54.66999816894531,93.37657165527344,118.54684448242188,26.989999771118164
2010-02-16,7.264286041259766,55.95000076293945,96.31898498535156,119.7227554321289,27.40999984741211
2010-02-17,7.23392915725708,54.2400016784668,96.97952270507812,120.77437591552734,27.665000915527344
2010-02-18,7.247499942779541,54.7400016784668,97.51996612548828,122.18929290771484,27.954999923706055
2010-02-19,7.202499866485596,54.29999923706055,97.09962463378906,121.5965576171875,27.860000610351562
2010-02-22,7.1578569412231445,54.25,97.58001708984375,121.2715072631836,27.690000534057617
2010-02-23,7.0378570556640625,53.220001220703125,95.7785415649414,120.8986587524414,27.415000915527344
2010-02-24,7.166429042816162,53.58000183105469,96.79937744140625,121.97896575927734,27.579999923706055
2010-02-25,7.214285850524902,52.88999938964844,95.598388671875,121.4818344116211,26.559999465942383
2010-02-26,7.307857036590576,53.209999084472656,96.43907928466797,121.56787872314453,26.360000610351562
2010-03-01,7.463929176330566,53.97999954223633,95.4782943725586,122.9158706665039,26.635000228881836
2010-03-02,7.458929061889648,54.0,95.4782943725586,121.81644439697266,26.649999618530273
2010-03-03,7.476070880889893,54.86000061035156,96.2589340209961,121.3001937866211,26.96500015258789
2010-03-04,7.525356769561768,55.09000015258789,96.73932647705078,121.14722442626953,27.235000610351562
2010-03-05,7.819643020629883,55.779998779296875,98.18051147460938,121.65392303466797,27.350000381469727
2010-03-08,7.824285984039307,56.16999816894531,97.70011138916016,120.85086059570312,27.229999542236328
2010-03-09,7.965000152587891,56.040000915527344,99.02119445800781,120.02867889404297,27.09000015258789
2010-03-10,8.029999732971191,56.189998626708984,99.14129638671875,120.0956039428711,27.100000381469727
2010-03-11,8.053570747375488,56.599998474121094,98.96115112304688,121.988525390625,26.799999237060547
2010-03-12,8.092857360839844,56.86000061035156,102.32390594482422,122.3135757446289,26.674999237060547
2010-03-15,7.994286060333252,56.58000183105469,103.82513427734375,122.20841217041016,26.825000762939453
2010-03-16,8.016071319580078,57.18000030517578,108.50897979736328,123.011474609375,26.850000381469727
